,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+
3345,425,허준,1970-05-29,한,2002,SS,33,103.0,227.0,196.0,14.0,50.0,5.0,0.0,2.0,61.0,11.0,0.0,4.0,20.0,1.0,0.0,32.0,4.0,8.0,2.0,0.255,0.324,0.311,0.635,0.285,70.4,0.36
3346,695,김성태,1971-10-10,태,1995,C,25,58.0,161.0,146.0,12.0,33.0,6.0,1.0,0.0,41.0,18.0,4.0,3.0,10.0,1.0,0.0,25.0,3.0,3.0,1.0,0.226,0.27899999999999997,0.281,0.5589999999999999,0.259,62.2,0.36
3347,297,박노준,1962-10-26,쌍,1993,LF,32,113.0,366.0,331.0,28.0,75.0,14.0,3.0,0.0,95.0,26.0,14.0,6.0,22.0,7.0,0.0,46.0,3.0,6.0,0.0,0.22699999999999998,0.289,0.287,0.5760000000000001,0.27399999999999997,72.4,0.36
3348,566,박헌도,1987-01-01,롯,2016,LF,30,37.0,82.0,69.0,9.0,18.0,7.0,0.0,3.0,34.0,11.0,1.0,0.0,10.0,3.0,0.0,25.0,1.0,0.0,0.0,0.261,0.37799999999999995,0.493,0.871,0.39,118.6,0.36
3349,568,김회성,1985-12-04,한,2014,3B,30,59.0,162.0,140.0,21.0,33.0,8.0,1.0,6.0,61.0,18.0,0.0,0.0,14.0,4.0,0.0,45.0,4.0,3.0,1.0,0.23600000000000002,0.321,0.436,0.757,0.32899999999999996,76.8,0.36
3350,696,하준호,1989-04-29,롯k,2015,RF,27,80.0,279.0,248.0,33.0,64.0,10.0,0.0,6.0,92.0,26.0,10.0,3.0,21.0,7.0,1.0,73.0,2.0,2.0,1.0,0.258,0.332,0.371,0.703,0.321,79.3,0.36
3352,489,장광호,1967-04-14,현,1999,C,33,65.0,82.0,73.0,11.0,20.0,5.0,0.0,3.0,34.0,18.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,4.0,1.0,0.27399999999999997,0.308,0.466,0.773,0.316,80.9,0.36
3354,601,조성옥,1961-08-25,롯,1991,RF,31,21.0,71.0,61.0,5.0,18.0,3.0,0.0,0.0,21.0,4.0,2.0,0.0,5.0,3.0,0.0,7.0,1.0,2.0,0.0,0.295,0.377,0.344,0.721,0.34,107.0,0.36
3355,120,김재박,1954-05-23,태,1992,SS,39,82.0,311.0,276.0,36.0,61.0,11.0,0.0,1.0,75.0,19.0,10.0,5.0,27.0,4.0,0.0,26.0,3.0,3.0,1.0,0.221,0.299,0.272,0.57,0.27399999999999997,57.9,0.36
3356,160,김상국,1963-04-05,빙,1993,C,31,103.0,274.0,244.0,17.0,48.0,3.0,1.0,2.0,59.0,13.0,2.0,1.0,23.0,2.0,2.0,47.0,6.0,4.0,1.0,0.19699999999999998,0.27,0.242,0.512,0.245,51.9,0.36
3357,184,김재호,1985-03-21,두,2010,SS,26,83.0,102.0,85.0,11.0,19.0,3.0,1.0,0.0,24.0,8.0,5.0,1.0,14.0,1.0,0.0,15.0,3.0,2.0,0.0,0.22399999999999998,0.34,0.282,0.622,0.301,72.3,0.36
3358,619,김승관,1976-03-05,삼,1996,1B,21,23.0,75.0,68.0,7.0,19.0,11.0,0.0,0.0,30.0,10.0,0.0,1.0,6.0,0.0,0.0,9.0,3.0,1.0,0.0,0.27899999999999997,0.33799999999999997,0.441,0.779,0.353,124.2,0.36
3359,138,오지환,1990-03-12,L,2011,SS,22,63.0,180.0,156.0,17.0,33.0,7.0,0.0,2.0,46.0,15.0,5.0,2.0,19.0,1.0,0.0,57.0,2.0,3.0,1.0,0.212,0.299,0.295,0.594,0.28300000000000003,64.4,0.36
3360,225,이원석,1986-10-21,두,2016,3B,31,7.0,22.0,19.0,3.0,6.0,3.0,0.0,2.0,15.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.316,0.364,0.789,1.153,0.457,179.3,0.36
3361,180,서용빈,1971-01-02,L,1996,1B,26,95.0,282.0,248.0,28.0,60.0,4.0,2.0,4.0,80.0,29.0,3.0,1.0,24.0,5.0,3.0,34.0,8.0,3.0,2.0,0.242,0.319,0.32299999999999995,0.642,0.297,85.6,0.36
3363,629,유재신,1987-11-21,넥,2015,CF,29,62.0,32.0,27.0,21.0,7.0,2.0,0.0,0.0,9.0,3.0,10.0,1.0,3.0,0.0,0.0,10.0,2.0,2.0,0.0,0.259,0.33299999999999996,0.33299999999999996,0.667,0.294,62.9,0.36
3364,300,조용호,1965-02-13,빙,1987,RF,23,45.0,57.0,49.0,7.0,16.0,3.0,0.0,0.0,19.0,3.0,2.0,2.0,6.0,0.0,0.0,10.0,0.0,2.0,0.0,0.327,0.4,0.38799999999999996,0.7879999999999999,0.36700000000000005,126.5,0.36
3365,165,김주찬,1981-03-25,삼,2000,1B,20,60.0,52.0,48.0,22.0,15.0,3.0,2.0,0.0,22.0,5.0,7.0,2.0,3.0,1.0,0.0,16.0,0.0,0.0,0.0,0.313,0.365,0.45799999999999996,0.8240000000000001,0.369,118.7,0.36
3367,555,이종호,1967-02-15,현,1996,2B,30,55.0,113.0,100.0,9.0,27.0,1.0,1.0,0.0,30.0,8.0,1.0,1.0,8.0,1.0,0.0,23.0,2.0,4.0,0.0,0.27,0.33,0.3,0.63,0.292,82.0,0.35
3368,200,김호,1967-05-03,쌍,1997,SS,31,126.0,405.0,337.0,38.0,67.0,8.0,3.0,5.0,96.0,33.0,12.0,9.0,45.0,1.0,0.0,84.0,9.0,19.0,3.0,0.19899999999999998,0.293,0.285,0.578,0.262,57.2,0.35
3369,526,펠릭스,1967-03-10,L,1999,DH,33,97.0,384.0,336.0,53.0,85.0,18.0,1.0,13.0,144.0,58.0,1.0,0.0,41.0,2.0,4.0,85.0,6.0,0.0,5.0,0.253,0.33299999999999996,0.429,0.762,0.332,91.1,0.35
3370,192,정경배,1974-02-20,S,2007,2B,34,116.0,381.0,333.0,30.0,75.0,16.0,1.0,4.0,105.0,50.0,3.0,3.0,22.0,12.0,1.0,62.0,6.0,12.0,2.0,0.225,0.295,0.315,0.611,0.282,64.8,0.35
3371,53,장성호,1977-10-18,k,2015,DH,39,49.0,114.0,94.0,11.0,29.0,4.0,0.0,1.0,36.0,16.0,1.0,0.0,17.0,2.0,0.0,15.0,3.0,0.0,1.0,0.309,0.42100000000000004,0.38299999999999995,0.804,0.381,118.4,0.35
3372,575,심재원,1953-07-30,M,1985,C,33,76.0,209.0,189.0,14.0,39.0,3.0,0.0,3.0,51.0,15.0,4.0,1.0,17.0,1.0,0.0,23.0,3.0,1.0,1.0,0.20600000000000002,0.27399999999999997,0.27,0.544,0.262,52.7,0.35
3373,35,박정태,1969-01-27,롯,2003,2B,35,50.0,86.0,72.0,5.0,20.0,2.0,0.0,2.0,28.0,17.0,0.0,1.0,10.0,0.0,0.0,11.0,3.0,0.0,4.0,0.278,0.349,0.389,0.738,0.33399999999999996,97.2,0.35
3374,367,김인식,1953-11-09,M,1984,DH,32,100.0,432.0,387.0,44.0,100.0,13.0,8.0,3.0,138.0,28.0,8.0,7.0,22.0,9.0,1.0,24.0,5.0,11.0,3.0,0.258,0.311,0.35700000000000004,0.6679999999999999,0.305,88.6,0.35
3375,60,박용택,1979-04-21,L,2019,DH,41,64.0,215.0,195.0,19.0,55.0,9.0,0.0,1.0,67.0,22.0,3.0,1.0,18.0,0.0,1.0,30.0,3.0,0.0,2.0,0.282,0.34,0.344,0.6829999999999999,0.321,93.0,0.35
3376,393,이학주,1990-11-04,삼,2020,SS,31,64.0,243.0,206.0,30.0,47.0,11.0,0.0,4.0,70.0,28.0,6.0,2.0,26.0,2.0,1.0,58.0,3.0,4.0,5.0,0.228,0.314,0.34,0.654,0.298,67.9,0.35
3377,269,구천서,1963-08-15,O,1992,2B,30,98.0,221.0,187.0,31.0,43.0,4.0,2.0,4.0,63.0,18.0,9.0,4.0,22.0,0.0,0.0,43.0,6.0,10.0,2.0,0.23,0.308,0.337,0.645,0.28800000000000003,66.1,0.35
3378,261,신국환,1972-10-29,L,1996,2B,25,19.0,31.0,28.0,9.0,9.0,3.0,0.0,0.0,12.0,7.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.321,0.387,0.429,0.816,0.382,146.7,0.35
3380,697,김경하,1970-10-10,L,1993,LF,24,115.0,252.0,222.0,24.0,50.0,6.0,3.0,3.0,71.0,21.0,4.0,1.0,16.0,5.0,2.0,37.0,2.0,9.0,0.0,0.225,0.292,0.32,0.612,0.28,75.9,0.35
3381,45,김성래,1961-03-23,삼,1989,2B,29,39.0,87.0,77.0,7.0,19.0,3.0,0.0,2.0,28.0,13.0,0.0,0.0,6.0,2.0,1.0,12.0,2.0,1.0,1.0,0.247,0.314,0.364,0.6779999999999999,0.316,92.0,0.35
3382,210,이도형,1975-05-24,한,2010,DH,36,27.0,96.0,86.0,8.0,25.0,2.0,0.0,4.0,39.0,13.0,0.0,0.0,7.0,2.0,0.0,11.0,0.0,0.0,1.0,0.29100000000000004,0.354,0.45299999999999996,0.8079999999999999,0.366,116.1,0.35
3383,115,조원우,1971-04-08,쌍,1996,LF,26,122.0,336.0,284.0,39.0,76.0,7.0,1.0,2.0,91.0,29.0,8.0,5.0,21.0,6.0,2.0,28.0,8.0,22.0,3.0,0.268,0.32799999999999996,0.32,0.648,0.285,77.8,0.35
3384,472,박정환,1977-10-23,S,2009,2B,33,45.0,67.0,60.0,4.0,19.0,4.0,0.0,1.0,26.0,9.0,2.0,1.0,5.0,0.0,0.0,11.0,6.0,2.0,0.0,0.317,0.369,0.433,0.8029999999999999,0.355,103.4,0.35
3385,299,나주환,1984-06-14,S,2015,2B,32,96.0,273.0,246.0,31.0,66.0,15.0,0.0,5.0,96.0,22.0,3.0,5.0,12.0,2.0,0.0,47.0,9.0,12.0,1.0,0.268,0.307,0.39,0.6970000000000001,0.3,70.7,0.35
3386,70,박종호,1973-07-27,L,1997,2B,25,65.0,199.0,160.0,16.0,35.0,4.0,2.0,0.0,43.0,11.0,2.0,2.0,24.0,5.0,0.0,26.0,4.0,9.0,1.0,0.21899999999999997,0.337,0.26899999999999996,0.606,0.28300000000000003,71.0,0.35
3387,650,이종환,1986-05-08,K,2014,RF,29,92.0,138.0,122.0,14.0,35.0,9.0,0.0,2.0,50.0,23.0,0.0,2.0,11.0,2.0,0.0,33.0,1.0,2.0,1.0,0.287,0.353,0.41,0.763,0.344,91.0,0.35
3388,391,한상훈,1980-06-03,한,2006,2B,27,95.0,187.0,161.0,14.0,39.0,7.0,0.0,1.0,49.0,11.0,2.0,1.0,15.0,1.0,0.0,29.0,5.0,8.0,2.0,0.242,0.307,0.304,0.612,0.28,72.8,0.35
3390,552,심광호,1977-08-01,한,2000,C,24,55.0,100.0,85.0,8.0,19.0,1.0,0.0,3.0,29.0,7.0,1.0,0.0,11.0,1.0,0.0,31.0,3.0,1.0,2.0,0.22399999999999998,0.313,0.341,0.654,0.298,72.0,0.35
3391,427,강인권,1972-06-26,한,1999,C,28,55.0,89.0,68.0,6.0,15.0,3.0,0.0,0.0,18.0,3.0,1.0,1.0,16.0,2.0,0.0,15.0,3.0,3.0,0.0,0.221,0.384,0.265,0.648,0.314,80.2,0.35
3392,321,최원준,1997-03-23,K,2016,RF,20,14.0,25.0,24.0,5.0,11.0,1.0,0.0,1.0,15.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.45799999999999996,0.45799999999999996,0.625,1.083,0.467,168.8,0.35
3395,698,윤해진,1989-02-25,K,2012,SS,24,68.0,101.0,90.0,17.0,24.0,2.0,0.0,0.0,26.0,6.0,5.0,3.0,6.0,2.0,0.0,22.0,2.0,3.0,0.0,0.267,0.327,0.289,0.615,0.292,77.5,0.35
3396,581,윤재국,1975-05-05,두,2007,RF,33,74.0,227.0,202.0,26.0,52.0,6.0,1.0,3.0,69.0,23.0,5.0,4.0,20.0,0.0,2.0,31.0,2.0,3.0,2.0,0.257,0.321,0.342,0.6629999999999999,0.306,83.1,0.35
3397,597,박선일,1966-07-22,삼,1996,C,31,43.0,79.0,76.0,5.0,19.0,5.0,0.0,1.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,0.25,0.27899999999999997,0.355,0.634,0.293,83.8,0.34
3398,699,우드,1967-01-04,롯,2000,CF,34,35.0,122.0,110.0,10.0,28.0,9.0,0.0,1.0,40.0,9.0,1.0,1.0,11.0,1.0,1.0,20.0,3.0,0.0,0.0,0.255,0.32799999999999996,0.364,0.6920000000000001,0.315,82.9,0.34
3399,700,류승현,1997-07-01,K,2018,3B,22,35.0,85.0,75.0,9.0,23.0,3.0,1.0,1.0,31.0,13.0,0.0,0.0,7.0,1.0,0.0,12.0,2.0,1.0,1.0,0.307,0.369,0.413,0.782,0.34700000000000003,99.6,0.34
3401,557,정주현,1990-10-13,L,2013,2B,24,61.0,104.0,83.0,21.0,18.0,4.0,2.0,0.0,26.0,15.0,10.0,4.0,16.0,0.0,0.0,19.0,1.0,4.0,1.0,0.217,0.34,0.313,0.653,0.306,75.3,0.34
3403,568,김회성,1985-12-04,한,2018,3B,34,58.0,102.0,85.0,15.0,22.0,5.0,0.0,4.0,39.0,17.0,1.0,0.0,11.0,3.0,0.0,26.0,3.0,3.0,0.0,0.259,0.364,0.45899999999999996,0.823,0.35100000000000003,98.8,0.34
3404,701,김찬형,1997-12-29,N,2019,SS,23,76.0,154.0,141.0,16.0,39.0,4.0,2.0,1.0,50.0,12.0,3.0,4.0,6.0,4.0,0.0,21.0,1.0,2.0,1.0,0.27699999999999997,0.322,0.355,0.677,0.313,84.4,0.34
3405,549,박영태,1959-08-25,롯,1992,2B,34,74.0,75.0,66.0,19.0,17.0,2.0,2.0,0.0,23.0,8.0,3.0,0.0,7.0,0.0,0.0,15.0,0.0,2.0,0.0,0.258,0.32899999999999996,0.348,0.677,0.31,82.0,0.34
3406,702,로니,1984-05-07,L,2017,1B,34,23.0,93.0,79.0,7.0,22.0,5.0,0.0,3.0,36.0,12.0,0.0,0.0,11.0,1.0,1.0,14.0,1.0,0.0,2.0,0.278,0.366,0.456,0.821,0.359,112.9,0.34
3407,703,김선일,1965-08-02,롯,1990,C,26,61.0,125.0,117.0,11.0,27.0,3.0,1.0,0.0,32.0,17.0,8.0,0.0,6.0,0.0,0.0,12.0,6.0,1.0,1.0,0.231,0.266,0.27399999999999997,0.54,0.258,50.9,0.34
3408,610,김민하,1989-02-25,한,2020,RF,32,36.0,85.0,74.0,10.0,21.0,6.0,0.0,1.0,30.0,11.0,0.0,0.0,8.0,2.0,0.0,16.0,2.0,1.0,0.0,0.284,0.369,0.405,0.775,0.35600000000000004,109.4,0.34
3409,704,김용우,1979-09-12,L,2007,DH,29,41.0,61.0,50.0,3.0,15.0,1.0,1.0,0.0,18.0,3.0,0.0,0.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,0.3,0.426,0.36,0.7859999999999999,0.377,133.5,0.34
3410,216,김태균,1971-08-19,S,2005,3B,35,110.0,272.0,232.0,24.0,55.0,11.0,1.0,5.0,83.0,22.0,1.0,0.0,18.0,3.0,0.0,57.0,3.0,18.0,1.0,0.237,0.299,0.358,0.657,0.284,65.9,0.34
3411,705,양승학,1984-01-20,한,2009,RF,26,44.0,99.0,90.0,12.0,24.0,5.0,0.0,4.0,41.0,12.0,0.0,0.0,7.0,2.0,0.0,27.0,2.0,0.0,0.0,0.267,0.33299999999999996,0.456,0.789,0.35100000000000003,100.9,0.34
3412,644,박승욱,1992-12-04,K,2020,2B,29,97.0,128.0,110.0,23.0,29.0,3.0,2.0,1.0,39.0,10.0,5.0,1.0,11.0,4.0,0.0,37.0,1.0,2.0,1.0,0.264,0.349,0.355,0.7040000000000001,0.327,86.8,0.34
3413,544,허문회,1972-02-12,L,1994,1B,23,51.0,121.0,115.0,10.0,35.0,4.0,1.0,0.0,41.0,13.0,0.0,0.0,3.0,2.0,0.0,8.0,6.0,1.0,0.0,0.304,0.33299999999999996,0.35700000000000004,0.69,0.322,102.3,0.34
3414,193,김상훈,1960-07-06,해,1995,1B,36,59.0,200.0,183.0,12.0,47.0,10.0,0.0,2.0,63.0,19.0,1.0,0.0,13.0,2.0,1.0,32.0,3.0,1.0,1.0,0.257,0.312,0.344,0.6559999999999999,0.302,92.6,0.34
3415,350,김주형,1985-12-15,K,2007,1B,23,36.0,120.0,108.0,14.0,25.0,7.0,0.0,6.0,50.0,16.0,1.0,1.0,5.0,4.0,0.0,30.0,3.0,2.0,1.0,0.231,0.28800000000000003,0.46299999999999997,0.7509999999999999,0.33399999999999996,103.0,0.34
3416,101,안경현,1970-02-13,O,1993,3B,24,75.0,170.0,147.0,15.0,30.0,9.0,0.0,2.0,45.0,10.0,1.0,1.0,12.0,5.0,0.0,22.0,2.0,6.0,0.0,0.204,0.287,0.306,0.593,0.27699999999999997,73.4,0.34
3417,322,정의윤,1986-07-25,L,2005,LF,20,106.0,340.0,314.0,41.0,76.0,10.0,3.0,8.0,116.0,42.0,3.0,1.0,17.0,4.0,0.0,69.0,6.0,3.0,2.0,0.242,0.28800000000000003,0.369,0.657,0.299,76.1,0.34
3418,414,손주인,1983-12-01,삼,2012,2B,30,96.0,167.0,146.0,11.0,36.0,6.0,2.0,0.0,46.0,17.0,1.0,1.0,10.0,3.0,0.0,15.0,3.0,7.0,1.0,0.247,0.306,0.315,0.621,0.28600000000000003,72.9,0.34
3420,243,서동욱,1984-03-21,L,2008,DH,25,27.0,82.0,70.0,9.0,17.0,1.0,1.0,3.0,29.0,9.0,0.0,0.0,8.0,4.0,0.0,23.0,1.0,0.0,0.0,0.243,0.354,0.414,0.768,0.361,118.3,0.34
3421,231,최기문,1973-06-10,롯,2009,C,37,54.0,136.0,115.0,17.0,25.0,6.0,0.0,2.0,37.0,10.0,1.0,0.0,18.0,0.0,1.0,12.0,2.0,3.0,0.0,0.217,0.32299999999999995,0.322,0.645,0.295,62.9,0.34
3422,599,정진호,1988-10-02,한,2020,LF,33,113.0,326.0,282.0,30.0,78.0,14.0,1.0,2.0,100.0,19.0,9.0,7.0,29.0,3.0,1.0,50.0,5.0,10.0,2.0,0.27699999999999997,0.348,0.355,0.703,0.32,85.9,0.34
3423,343,장성우,1990-01-17,k,2017,C,28,118.0,348.0,294.0,28.0,68.0,11.0,1.0,8.0,105.0,46.0,0.0,4.0,43.0,2.0,1.0,59.0,13.0,4.0,5.0,0.231,0.32899999999999996,0.35700000000000004,0.6859999999999999,0.309,72.5,0.34
3424,706,임정면,1958-09-17,해,1982,3B,25,26.0,90.0,73.0,10.0,16.0,4.0,1.0,1.0,25.0,5.0,2.0,1.0,12.0,1.0,0.0,11.0,0.0,4.0,0.0,0.21899999999999997,0.337,0.342,0.68,0.308,84.8,0.34
3425,707,고정식,1965-05-15,롯,1988,C,24,11.0,17.0,16.0,1.0,8.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.529,0.5,1.0290000000000001,0.488,210.6,0.34
3426,215,최진행,1985-08-17,한,2019,LF,35,45.0,129.0,117.0,10.0,27.0,6.0,0.0,6.0,51.0,19.0,0.0,0.0,9.0,2.0,0.0,28.0,3.0,0.0,1.0,0.231,0.295,0.436,0.731,0.33,100.0,0.34
3427,55,조인성,1975-05-25,L,1999,C,25,56.0,157.0,142.0,23.0,36.0,6.0,0.0,5.0,57.0,22.0,0.0,0.0,6.0,1.0,0.0,27.0,4.0,6.0,2.0,0.254,0.285,0.401,0.6859999999999999,0.28800000000000003,61.3,0.33
3428,708,신범수,1998-01-25,K,2019,C,22,39.0,65.0,57.0,4.0,12.0,5.0,0.0,2.0,23.0,7.0,0.0,0.0,7.0,1.0,0.0,14.0,1.0,0.0,0.0,0.21100000000000002,0.308,0.40399999999999997,0.711,0.327,95.3,0.33
3429,709,장진범,1959-01-02,해,1983,3B,25,37.0,73.0,68.0,7.0,20.0,3.0,0.0,0.0,23.0,9.0,4.0,2.0,2.0,1.0,0.0,10.0,1.0,1.0,1.0,0.294,0.319,0.33799999999999997,0.6579999999999999,0.305,91.0,0.33
3430,29,최익성,1972-02-11,K현,2002,RF,31,45.0,95.0,75.0,10.0,21.0,1.0,0.0,1.0,25.0,8.0,2.0,1.0,11.0,4.0,1.0,15.0,0.0,3.0,2.0,0.28,0.391,0.33299999999999996,0.725,0.327,98.8,0.33
3431,389,신본기,1989-03-21,롯,2013,SS,25,99.0,281.0,240.0,27.0,55.0,11.0,0.0,1.0,69.0,25.0,6.0,3.0,24.0,5.0,1.0,55.0,2.0,12.0,0.0,0.22899999999999998,0.312,0.28800000000000003,0.6,0.28,58.7,0.33
3432,472,박정환,1977-10-23,삼,2003,2B,27,81.0,207.0,177.0,24.0,42.0,12.0,0.0,1.0,57.0,20.0,0.0,0.0,21.0,2.0,0.0,33.0,6.0,4.0,3.0,0.237,0.32,0.322,0.642,0.295,70.9,0.33
3433,472,박정환,1977-10-23,S,2008,2B,32,25.0,60.0,50.0,3.0,12.0,4.0,0.0,1.0,19.0,6.0,1.0,1.0,9.0,0.0,0.0,10.0,0.0,1.0,0.0,0.24,0.35600000000000004,0.38,0.736,0.345,106.7,0.33
3434,45,김성래,1961-03-23,삼,1995,DH,35,44.0,144.0,124.0,13.0,32.0,4.0,0.0,3.0,45.0,17.0,0.0,2.0,11.0,6.0,0.0,26.0,1.0,2.0,1.0,0.258,0.345,0.363,0.708,0.32799999999999996,110.1,0.33
3435,710,김유동,1954-04-09,O,1983,CF,30,37.0,120.0,111.0,10.0,28.0,3.0,0.0,1.0,34.0,7.0,2.0,0.0,6.0,1.0,0.0,10.0,3.0,2.0,0.0,0.252,0.297,0.306,0.603,0.282,75.1,0.33
3436,178,송일섭,1959-08-17,해,1984,LF,26,80.0,214.0,200.0,18.0,47.0,5.0,0.0,6.0,70.0,24.0,1.0,0.0,10.0,3.0,1.0,32.0,2.0,0.0,1.0,0.235,0.28,0.35,0.63,0.294,81.7,0.33
3439,392,이우민,1982-05-04,롯,2009,CF,28,102.0,194.0,162.0,25.0,42.0,7.0,0.0,0.0,49.0,15.0,12.0,3.0,14.0,8.0,0.0,37.0,3.0,9.0,1.0,0.259,0.34600000000000003,0.302,0.648,0.299,65.4,0.33
3440,621,지성준,1994-04-10,한,2019,C,26,58.0,109.0,104.0,7.0,26.0,6.0,0.0,2.0,38.0,11.0,0.0,0.0,5.0,0.0,0.0,21.0,3.0,0.0,0.0,0.25,0.284,0.365,0.65,0.3,79.5,0.33
3441,181,박흥식,1962-01-05,L,1992,LF,31,100.0,285.0,241.0,37.0,54.0,8.0,2.0,4.0,78.0,25.0,3.0,2.0,36.0,3.0,1.0,39.0,9.0,4.0,1.0,0.22399999999999998,0.331,0.324,0.655,0.307,79.4,0.33
3442,343,장성우,1990-01-17,롯,2011,C,22,64.0,73.0,62.0,6.0,16.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,10.0,0.0,0.0,17.0,1.0,0.0,1.0,0.258,0.35600000000000004,0.258,0.614,0.309,82.4,0.33
3443,240,권준헌,1971-12-01,태,1993,3B,23,47.0,140.0,135.0,13.0,30.0,6.0,0.0,3.0,45.0,13.0,2.0,0.0,5.0,0.0,0.0,38.0,6.0,0.0,0.0,0.222,0.25,0.33299999999999996,0.583,0.275,73.1,0.33
3444,418,김근석,1962-06-18,태,1988,2B,27,38.0,96.0,87.0,7.0,24.0,7.0,0.0,1.0,34.0,5.0,0.0,3.0,6.0,0.0,0.0,6.0,2.0,3.0,0.0,0.276,0.32299999999999995,0.391,0.713,0.322,96.7,0.33
3445,657,한승택,1994-06-21,K,2018,C,25,61.0,101.0,89.0,10.0,22.0,6.0,0.0,3.0,37.0,15.0,0.0,0.0,7.0,2.0,0.0,24.0,4.0,3.0,0.0,0.247,0.316,0.41600000000000004,0.732,0.313,77.5,0.33
3446,681,안태영,1985-03-15,넥,2013,1B,29,12.0,37.0,34.0,3.0,12.0,2.0,0.0,1.0,17.0,3.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.353,0.405,0.5,0.905,0.42200000000000004,153.7,0.33
3447,161,김민호,1969-03-19,O,1996,SS,28,15.0,63.0,59.0,8.0,16.0,5.0,0.0,0.0,21.0,6.0,2.0,1.0,3.0,0.0,0.0,8.0,1.0,0.0,1.0,0.271,0.302,0.35600000000000004,0.6579999999999999,0.304,90.4,0.33
3448,572,김재현,1987-11-07,S,2018,LF,32,53.0,77.0,65.0,19.0,18.0,1.0,1.0,1.0,24.0,5.0,7.0,1.0,9.0,3.0,0.0,17.0,0.0,0.0,0.0,0.27699999999999997,0.39,0.369,0.759,0.353,102.6,0.33
3449,685,지화동,1967-01-20,빙,1992,SS,26,122.0,399.0,356.0,40.0,82.0,15.0,2.0,2.0,107.0,36.0,9.0,6.0,27.0,3.0,0.0,59.0,5.0,12.0,1.0,0.23,0.289,0.301,0.59,0.271,56.0,0.32
3451,419,김대진,1955-12-22,O,1986,2B,32,56.0,91.0,84.0,10.0,16.0,3.0,0.0,4.0,31.0,10.0,0.0,0.0,7.0,0.0,0.0,17.0,1.0,0.0,0.0,0.19,0.253,0.369,0.622,0.295,85.2,0.32
3452,250,최동수,1971-09-11,S,2011,DH,41,80.0,199.0,181.0,16.0,55.0,8.0,0.0,2.0,69.0,30.0,0.0,1.0,11.0,2.0,0.0,21.0,6.0,2.0,3.0,0.304,0.345,0.381,0.726,0.33799999999999997,102.1,0.32
3453,711,김지수,1986-08-23,넥,2016,2B,31,81.0,106.0,91.0,16.0,26.0,5.0,0.0,3.0,40.0,9.0,2.0,2.0,10.0,0.0,0.0,16.0,3.0,4.0,1.0,0.28600000000000003,0.353,0.44,0.7929999999999999,0.345,88.8,0.32
3454,137,강봉규,1978-01-12,두,2005,LF,28,48.0,124.0,102.0,12.0,24.0,3.0,1.0,1.0,32.0,10.0,2.0,1.0,18.0,2.0,1.0,30.0,2.0,2.0,0.0,0.235,0.361,0.314,0.674,0.32,90.6,0.32
3455,487,천보성,1953-06-11,삼,1984,2B,32,64.0,208.0,180.0,20.0,39.0,8.0,0.0,2.0,53.0,20.0,5.0,4.0,21.0,0.0,0.0,15.0,3.0,7.0,0.0,0.217,0.299,0.294,0.593,0.276,69.3,0.32
3456,222,심성보,1973-02-16,쌍,1999,LF,27,59.0,174.0,157.0,19.0,41.0,7.0,0.0,6.0,66.0,22.0,1.0,3.0,14.0,2.0,0.0,31.0,1.0,0.0,1.0,0.261,0.32799999999999996,0.42,0.748,0.331,91.0,0.32
3458,35,박정태,1969-01-27,롯,1997,2B,29,102.0,384.0,341.0,33.0,78.0,10.0,2.0,3.0,101.0,40.0,2.0,3.0,33.0,0.0,0.0,33.0,15.0,5.0,5.0,0.22899999999999998,0.293,0.29600000000000004,0.589,0.273,65.6,0.32
3459,73,이용규,1985-08-26,한,2017,CF,33,57.0,200.0,179.0,32.0,47.0,8.0,1.0,0.0,57.0,12.0,10.0,3.0,17.0,2.0,0.0,20.0,4.0,1.0,1.0,0.263,0.332,0.318,0.65,0.304,70.8,0.32
3460,238,김선진,1967-05-05,L,1992,1B,26,66.0,119.0,97.0,14.0,23.0,0.0,1.0,2.0,31.0,18.0,1.0,2.0,18.0,4.0,0.0,11.0,4.0,0.0,0.0,0.237,0.37799999999999995,0.32,0.698,0.342,103.3,0.32
3461,654,최만호,1974-03-04,L,2004,LF,31,112.0,202.0,170.0,24.0,43.0,6.0,4.0,1.0,60.0,34.0,6.0,4.0,13.0,9.0,0.0,41.0,0.0,8.0,2.0,0.253,0.335,0.353,0.688,0.312,80.5,0.32
