,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연봉(만원),연차
3871,595,김지영,1974-04-21,해,1999,C,26,36.0,43.0,38.0,5.0,8.0,1.0,0.0,2.0,15.0,6.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,0.211,0.28600000000000003,0.395,0.6809999999999999,0.292,65.7,0.12,2200.0,6.0
3872,474,채상병,1979-12-18,두,2004,C,26,15.0,18.0,14.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.214,0.389,0.28600000000000003,0.675,0.341,101.0,0.12,2200.0,3.0
3874,207,최태원,1970-08-19,쌍,1999,2B,30,132.0,563.0,486.0,60.0,116.0,19.0,0.0,2.0,141.0,40.0,12.0,6.0,54.0,6.0,0.0,60.0,5.0,9.0,7.0,0.239,0.318,0.29,0.608,0.28300000000000003,58.3,0.11,8900.0,7.0
3875,284,이성열,1984-07-13,L,2006,DH,23,56.0,143.0,120.0,13.0,26.0,8.0,0.0,2.0,40.0,13.0,2.0,1.0,11.0,8.0,0.0,46.0,2.0,1.0,3.0,0.217,0.317,0.333,0.65,0.308,91.6,0.11,3200.0,3.0
3876,634,국해성,1989-10-08,두,2015,RF,27,11.0,26.0,20.0,6.0,4.0,1.0,0.0,1.0,8.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,0.2,0.28,0.4,0.68,0.281,63.9,0.11,3000.0,4.0
3877,770,전현태,1986-07-09,한,2010,1B,25,100.0,185.0,156.0,34.0,32.0,3.0,0.0,5.0,50.0,21.0,25.0,8.0,26.0,0.0,0.0,52.0,0.0,2.0,1.0,0.205,0.317,0.321,0.638,0.3,72.5,0.11,2500.0,6.0
3878,247,이대수,1981-08-21,S,2015,3B,35,36.0,86.0,72.0,9.0,19.0,3.0,0.0,2.0,28.0,12.0,0.0,1.0,6.0,1.0,0.0,23.0,6.0,6.0,1.0,0.264,0.325,0.389,0.7140000000000001,0.301,71.5,0.11,35000.0,14.0
3880,451,강경학,1992-08-11,한,2015,SS,24,120.0,376.0,311.0,50.0,80.0,7.0,4.0,2.0,101.0,27.0,4.0,3.0,40.0,5.0,1.0,58.0,3.0,18.0,3.0,0.257,0.348,0.325,0.6729999999999999,0.304,66.4,0.11,6500.0,5.0
3883,247,이대수,1981-08-21,두,2009,SS,29,38.0,66.0,61.0,5.0,16.0,4.0,1.0,0.0,22.0,7.0,1.0,1.0,3.0,1.0,0.0,11.0,5.0,1.0,0.0,0.262,0.308,0.361,0.6679999999999999,0.302,67.1,0.11,8700.0,8.0
3885,61,조성환,1976-12-23,롯,2000,2B,25,57.0,106.0,93.0,15.0,21.0,3.0,0.0,1.0,27.0,4.0,5.0,1.0,9.0,2.0,0.0,17.0,0.0,1.0,1.0,0.226,0.305,0.29,0.595,0.279,58.8,0.11,2200.0,2.0
3887,625,허도환,1984-07-31,한,2016,C,33,48.0,93.0,78.0,9.0,17.0,8.0,0.0,0.0,25.0,12.0,0.0,0.0,6.0,5.0,0.0,21.0,2.0,4.0,0.0,0.218,0.315,0.321,0.635,0.29100000000000004,55.3,0.11,7500.0,10.0
3888,656,김동한,1988-06-24,두,2012,2B,25,10.0,8.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.375,0.375,0.375,0.75,0.358,124.0,0.11,2400.0,1.0
3890,627,정범모,1987-03-26,N,2019,C,33,25.0,45.0,40.0,4.0,9.0,1.0,0.0,2.0,16.0,4.0,1.0,1.0,3.0,0.0,0.0,15.0,0.0,2.0,0.0,0.225,0.279,0.4,0.679,0.29600000000000004,71.3,0.11,5500.0,14.0
3891,811,허일,1992-11-20,롯,2019,CF,28,71.0,162.0,149.0,14.0,38.0,4.0,0.0,1.0,45.0,17.0,2.0,1.0,12.0,1.0,0.0,28.0,1.0,0.0,0.0,0.255,0.315,0.302,0.617,0.29600000000000004,74.9,0.11,2700.0,9.0
3892,442,김수연,1977-05-28,한,2005,LF,29,111.0,299.0,273.0,41.0,69.0,10.0,2.0,0.0,83.0,14.0,9.0,3.0,20.0,1.0,0.0,46.0,3.0,4.0,1.0,0.253,0.305,0.304,0.609,0.285,68.3,0.11,5200.0,10.0
3893,362,정수성,1978-03-04,현,2003,CF,26,26.0,10.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.375,0.444,0.375,0.8190000000000001,0.35100000000000003,109.5,0.11,2500.0,6.0
3894,504,문규현,1983-07-05,롯,2013,SS,31,79.0,116.0,101.0,10.0,24.0,2.0,0.0,0.0,26.0,6.0,2.0,0.0,11.0,0.0,0.0,23.0,1.0,2.0,2.0,0.238,0.307,0.257,0.564,0.274,54.3,0.11,9000.0,12.0
3896,263,김종석,1971-02-28,한,2003,1B,33,78.0,182.0,152.0,11.0,36.0,6.0,0.0,3.0,51.0,17.0,0.0,3.0,28.0,1.0,2.0,36.0,6.0,1.0,0.0,0.237,0.359,0.336,0.695,0.324,90.7,0.11,7000.0,15.0
3898,384,임훈,1985-07-17,S,2012,RF,28,117.0,348.0,314.0,36.0,84.0,8.0,4.0,0.0,100.0,26.0,3.0,5.0,18.0,1.0,0.0,56.0,7.0,14.0,1.0,0.268,0.308,0.318,0.627,0.28800000000000003,74.3,0.11,8500.0,9.0
3900,714,김인태,1994-07-03,두,2018,RF,25,46.0,109.0,95.0,16.0,25.0,7.0,0.0,1.0,35.0,10.0,0.0,0.0,12.0,0.0,0.0,26.0,0.0,1.0,1.0,0.263,0.343,0.368,0.711,0.32,83.0,0.11,3200.0,3.0
3903,814,허웅,1983-09-17,S,2015,C,33,18.0,19.0,17.0,2.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.294,0.368,0.353,0.721,0.341,98.5,0.11,3000.0,5.0
3904,625,허도환,1984-07-31,S,2018,C,35,23.0,24.0,22.0,4.0,6.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.273,0.333,0.409,0.742,0.331,83.6,0.11,6800.0,12.0
3907,423,송성문,1996-08-29,넥,2017,2B,22,38.0,90.0,77.0,11.0,21.0,0.0,1.0,1.0,26.0,8.0,0.0,1.0,10.0,1.0,0.0,16.0,0.0,1.0,1.0,0.273,0.36,0.338,0.6970000000000001,0.32299999999999995,82.7,0.11,3000.0,3.0
3915,655,강명구,1980-10-25,삼,2012,2B,33,72.0,11.0,10.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.182,0.1,0.282,0.152,-21.0,0.11,6000.0,10.0
3917,312,박기혁,1981-06-04,k,2016,SS,36,117.0,348.0,308.0,36.0,84.0,13.0,0.0,2.0,103.0,34.0,0.0,2.0,27.0,1.0,0.0,53.0,8.0,10.0,2.0,0.273,0.331,0.334,0.6659999999999999,0.306,64.1,0.1,15000.0,17.0
3918,573,김웅빈,1996-02-09,넥,2016,2B,21,10.0,15.0,14.0,4.0,6.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.429,0.4,0.643,1.043,0.441,150.7,0.1,2700.0,1.0
3919,184,김재호,1985-03-21,두,2012,SS,28,84.0,200.0,177.0,23.0,38.0,2.0,2.0,0.0,44.0,11.0,3.0,3.0,16.0,2.0,0.0,31.0,5.0,5.0,0.0,0.215,0.287,0.249,0.536,0.258,53.5,0.1,5700.0,9.0
3920,683,최경철,1980-08-15,L,2013,C,34,38.0,65.0,53.0,6.0,13.0,2.0,1.0,0.0,17.0,5.0,0.0,1.0,4.0,2.0,0.0,17.0,0.0,5.0,1.0,0.245,0.317,0.321,0.637,0.282,58.7,0.1,3300.0,10.0
3921,615,우동균,1989-12-03,삼,2013,RF,25,82.0,94.0,80.0,9.0,18.0,6.0,0.0,1.0,27.0,15.0,3.0,1.0,11.0,1.0,1.0,16.0,0.0,1.0,1.0,0.225,0.32299999999999995,0.338,0.66,0.308,76.9,0.1,4000.0,6.0
3922,551,조중근,1982-12-20,S,2004,1B,23,41.0,71.0,66.0,5.0,18.0,2.0,0.0,2.0,26.0,7.0,1.0,0.0,2.0,2.0,0.0,19.0,2.0,0.0,1.0,0.273,0.31,0.394,0.7040000000000001,0.32299999999999995,88.2,0.1,2000.0,2.0
3924,425,허준,1970-05-29,한,2001,SS,32,89.0,263.0,224.0,19.0,53.0,9.0,1.0,3.0,73.0,28.0,9.0,5.0,21.0,1.0,1.0,14.0,4.0,14.0,3.0,0.237,0.301,0.326,0.627,0.276,53.2,0.1,4200.0,9.0
3925,821,권윤민,1979-01-22,K,2007,C,29,11.0,20.0,19.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.263,0.3,0.368,0.6679999999999999,0.312,87.1,0.1,2000.0,1.0
3926,470,채종국,1975-10-24,현,2003,3B,29,90.0,164.0,137.0,18.0,33.0,8.0,0.0,3.0,50.0,16.0,0.0,0.0,7.0,6.0,0.0,31.0,3.0,12.0,2.0,0.241,0.303,0.365,0.6679999999999999,0.28300000000000003,62.0,0.1,3300.0,5.0
3930,243,서동욱,1984-03-21,넥,2015,2B,32,55.0,118.0,103.0,14.0,24.0,5.0,0.0,3.0,38.0,15.0,0.0,0.0,11.0,3.0,0.0,45.0,1.0,1.0,0.0,0.233,0.325,0.369,0.6940000000000001,0.317,77.3,0.1,5800.0,13.0
3932,444,문희성,1973-02-22,두,1999,RF,27,8.0,13.0,12.0,2.0,4.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.333,0.385,0.5,0.885,0.39,131.2,0.1,2000.0,3.0
3933,222,심성보,1973-02-16,L,2001,LF,29,97.0,247.0,219.0,21.0,61.0,11.0,0.0,2.0,78.0,34.0,3.0,2.0,19.0,0.0,1.0,39.0,1.0,6.0,3.0,0.279,0.332,0.35600000000000004,0.688,0.312,74.4,0.1,4000.0,7.0
3937,401,강진성,1993-10-19,N,2013,3B,21,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.667,1.0,1.6669999999999998,0.687,335.8,0.1,2400.0,1.0
3938,583,이상호,1989-02-05,N,2016,2B,28,15.0,27.0,25.0,1.0,7.0,2.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.28,0.333,0.36,0.693,0.326,80.8,0.1,4000.0,4.0
3939,391,한상훈,1980-06-03,한,2008,2B,29,122.0,360.0,314.0,29.0,68.0,13.0,2.0,0.0,85.0,32.0,5.0,0.0,32.0,2.0,0.0,52.0,9.0,10.0,2.0,0.217,0.29100000000000004,0.271,0.562,0.267,54.9,0.1,9000.0,6.0
3943,824,김진형,1990-06-07,두,2015,3B,26,14.0,21.0,18.0,3.0,3.0,2.0,0.0,1.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.16699999999999998,0.28600000000000003,0.444,0.73,0.317,91.2,0.1,3000.0,2.0
3948,827,홍재호,1987-05-10,K,2018,2B,32,56.0,87.0,76.0,16.0,20.0,6.0,0.0,1.0,29.0,9.0,0.0,0.0,8.0,0.0,0.0,12.0,2.0,3.0,0.0,0.263,0.333,0.382,0.715,0.311,76.5,0.1,3500.0,9.0
3949,828,박헌욱,1993-04-11,N,2018,CF,26,10.0,23.0,22.0,1.0,6.0,2.0,0.0,1.0,11.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.273,0.304,0.5,0.804,0.34,94.2,0.1,2700.0,6.0
3951,479,박연수,1974-01-14,L,2002,RF,29,60.0,94.0,81.0,15.0,16.0,1.0,0.0,5.0,32.0,18.0,3.0,0.0,7.0,3.0,1.0,35.0,1.0,1.0,2.0,0.198,0.28,0.395,0.675,0.289,71.7,0.1,4000.0,4.0
3952,176,홍창기,1993-11-21,L,2019,CF,27,23.0,26.0,24.0,3.0,6.0,2.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,0.25,0.308,0.333,0.6409999999999999,0.303,80.5,0.1,2700.0,4.0
3953,629,유재신,1987-11-21,히,2008,2B,22,54.0,97.0,93.0,19.0,24.0,2.0,1.0,0.0,28.0,7.0,7.0,2.0,1.0,1.0,0.0,19.0,2.0,2.0,0.0,0.258,0.274,0.301,0.575,0.267,54.8,0.1,2000.0,1.0
3954,457,백상원,1988-01-02,삼,2013,2B,26,5.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,1.25,0.5710000000000001,256.8,0.1,2600.0,1.0
3955,830,오승택,1991-11-18,K,2019,1B,29,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.2,0.1,7000.0,4.0
3960,50,홍성흔,1977-02-28,두,2015,DH,39,93.0,352.0,301.0,39.0,79.0,12.0,0.0,7.0,112.0,46.0,8.0,1.0,42.0,5.0,1.0,59.0,13.0,4.0,0.0,0.262,0.362,0.3720000000000001,0.7340000000000001,0.338,97.7,0.09,40000.0,17.0
3963,621,지성준,1994-04-10,롯,2020,C,27,3.0,11.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0.455,0.25,0.705,0.371,117.9,0.09,5700.0,6.0
3964,102,김선빈,1989-12-18,K,2014,SS,26,33.0,98.0,93.0,7.0,27.0,4.0,0.0,0.0,31.0,9.0,2.0,0.0,3.0,0.0,0.0,10.0,3.0,2.0,0.0,0.29,0.313,0.333,0.6459999999999999,0.295,59.1,0.09,13000.0,7.0
3965,179,최준석,1983-02-15,N,2018,DH,36,93.0,179.0,153.0,7.0,39.0,3.0,0.0,4.0,54.0,24.0,0.0,0.0,24.0,0.0,0.0,41.0,6.0,0.0,2.0,0.255,0.35200000000000004,0.353,0.705,0.324,84.5,0.09,40000.0,17.0
3966,427,강인권,1972-06-26,두,2004,C,33,79.0,182.0,160.0,13.0,38.0,7.0,0.0,0.0,45.0,23.0,0.0,0.0,10.0,3.0,0.0,35.0,0.0,6.0,3.0,0.238,0.29,0.281,0.5710000000000001,0.264,46.9,0.09,6500.0,10.0
3968,762,최훈락,1982-05-12,K,2010,LF,29,19.0,47.0,40.0,4.0,11.0,0.0,0.0,2.0,17.0,6.0,2.0,3.0,2.0,3.0,0.0,15.0,0.0,1.0,1.0,0.275,0.348,0.425,0.773,0.345,102.4,0.09,2400.0,6.0
3970,792,정현택,1980-02-22,L,1999,1B,20,17.0,42.0,38.0,6.0,10.0,0.0,1.0,1.0,15.0,2.0,1.0,0.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.263,0.333,0.395,0.728,0.328,88.4,0.09,1800.0,1.0
3971,602,송산,1982-07-02,K,2006,C,25,43.0,46.0,40.0,4.0,9.0,2.0,0.0,0.0,11.0,8.0,0.0,0.0,2.0,2.0,0.0,9.0,2.0,2.0,0.0,0.225,0.29600000000000004,0.275,0.5710000000000001,0.266,61.7,0.09,3000.0,2.0
3973,832,김정훈,1987-05-23,S,2013,C,27,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.667,0.667,0.667,1.3330000000000002,0.638,300.1,0.09,2400.0,3.0
3974,833,조재호,1980-01-10,S,2011,RF,32,1.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.8,0.75,1.55,0.7190000000000001,363.1,0.09,3500.0,10.0
3975,406,강성우,1970-01-05,S,2005,C,36,22.0,20.0,18.0,1.0,5.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.278,0.278,0.5,0.778,0.309,83.2,0.09,5200.0,14.0
3976,834,양원혁,1991-07-21,L,2018,2B,28,7.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.9,0.428,151.8,0.09,2900.0,4.0
3977,354,박계원,1970-02-04,S,2001,SS,32,48.0,22.0,20.0,15.0,5.0,1.0,0.0,0.0,6.0,2.0,7.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.25,0.318,0.3,0.618,0.297,65.4,0.09,4500.0,10.0
3979,353,임병욱,1995-09-30,넥,2017,CF,23,21.0,46.0,42.0,10.0,10.0,3.0,0.0,1.0,16.0,7.0,2.0,0.0,3.0,0.0,0.0,14.0,2.0,0.0,1.0,0.238,0.28300000000000003,0.381,0.664,0.292,62.2,0.09,6500.0,3.0
3980,379,최경환,1972-05-12,K,2009,LF,38,47.0,85.0,74.0,14.0,18.0,3.0,0.0,1.0,24.0,6.0,4.0,0.0,10.0,0.0,0.0,18.0,2.0,0.0,1.0,0.243,0.329,0.324,0.654,0.308,71.1,0.09,7500.0,10.0
3981,655,강명구,1980-10-25,삼,2007,SS,28,68.0,32.0,27.0,13.0,3.0,0.0,1.0,0.0,5.0,2.0,13.0,3.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.111,0.25,0.185,0.435,0.224,25.5,0.09,4500.0,5.0
3983,73,이용규,1985-08-26,한,2014,DH,30,104.0,418.0,358.0,62.0,103.0,12.0,4.0,0.0,123.0,20.0,12.0,11.0,52.0,5.0,0.0,46.0,5.0,2.0,1.0,0.28800000000000003,0.385,0.344,0.728,0.349,88.2,0.09,70000.0,11.0
3986,836,김영진,1972-04-09,삼,1997,C,26,76.0,180.0,156.0,17.0,26.0,4.0,3.0,3.0,45.0,14.0,0.0,3.0,15.0,4.0,0.0,34.0,2.0,5.0,0.0,0.16699999999999998,0.257,0.28800000000000003,0.546,0.249,50.3,0.09,3000.0,3.0
3987,641,이흥련,1989-05-16,두S,2020,C,32,49.0,132.0,125.0,6.0,30.0,1.0,0.0,3.0,40.0,20.0,0.0,0.0,6.0,0.0,0.0,29.0,5.0,0.0,1.0,0.24,0.273,0.32,0.593,0.273,51.7,0.09,7500.0,7.0
3992,838,이현석,1992-06-07,S,2015,C,24,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,1.3330000000000002,1.6669999999999998,0.6409999999999999,289.8,0.09,2700.0,1.0
3993,839,김진곤,1987-09-10,k,2017,LF,31,28.0,40.0,39.0,9.0,11.0,1.0,0.0,2.0,18.0,8.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.282,0.3,0.462,0.762,0.33,86.1,0.09,3000.0,3.0
3994,182,김원섭,1978-12-18,K,2016,RF,39,37.0,90.0,73.0,10.0,16.0,5.0,0.0,0.0,21.0,12.0,1.0,0.0,15.0,0.0,0.0,16.0,2.0,1.0,1.0,0.219,0.348,0.28800000000000003,0.636,0.311,67.8,0.08,15000.0,16.0
3996,236,정영규,1970-11-03,L,2000,1B,31,29.0,36.0,33.0,3.0,10.0,1.0,0.0,1.0,14.0,6.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.303,0.333,0.424,0.758,0.337,97.5,0.08,3800.0,8.0
3999,425,허준,1970-05-29,한,2000,SS,31,130.0,307.0,277.0,38.0,64.0,11.0,0.0,6.0,93.0,38.0,1.0,0.0,17.0,1.0,1.0,46.0,10.0,9.0,3.0,0.231,0.275,0.336,0.611,0.267,51.9,0.08,3000.0,8.0
4000,290,신종길,1983-12-31,K,2009,CF,27,16.0,21.0,17.0,6.0,4.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.235,0.381,0.294,0.675,0.334,88.8,0.08,2400.0,7.0
4006,842,김민준,1994-02-12,넥,2015,CF,22,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.3670000000000001,107.9,0.08,2700.0,1.0
4008,66,전준우,1986-02-25,롯,2009,CF,24,26.0,66.0,59.0,12.0,13.0,3.0,0.0,2.0,22.0,9.0,1.0,0.0,5.0,1.0,0.0,16.0,1.0,0.0,1.0,0.22,0.28800000000000003,0.373,0.6609999999999999,0.297,64.0,0.08,2200.0,2.0
4010,406,강성우,1970-01-05,S,2003,C,34,39.0,59.0,53.0,5.0,14.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,1.0,0.0,10.0,3.0,2.0,0.0,0.264,0.316,0.28300000000000003,0.599,0.276,56.1,0.08,5000.0,12.0
4014,318,김문호,1987-06-22,롯,2008,LF,22,3.0,9.0,8.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.375,0.375,0.625,1.0,0.398,144.2,0.08,2400.0,3.0
4015,63,이호성,1967-07-17,해,2001,RF,35,9.0,17.0,16.0,2.0,4.0,2.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.25,0.294,0.563,0.857,0.366,110.8,0.08,8500.0,12.0
4017,846,강지광,1990-10-23,넥,2015,LF,26,13.0,21.0,18.0,3.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.278,0.381,0.278,0.659,0.329,87.9,0.08,2700.0,2.0
4020,805,장정석,1973-04-12,현,2000,2B,28,39.0,38.0,34.0,5.0,7.0,3.0,0.0,1.0,13.0,5.0,2.0,1.0,2.0,2.0,0.0,8.0,1.0,0.0,0.0,0.206,0.29,0.382,0.672,0.303,74.1,0.08,3200.0,5.0
4022,784,김진수,1979-04-19,두,2009,C,31,30.0,36.0,31.0,3.0,8.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,1.0,0.0,0.258,0.343,0.29,0.633,0.299,64.9,0.08,2500.0,12.0
4023,507,최윤석,1987-03-28,S,2013,SS,27,45.0,85.0,67.0,10.0,13.0,4.0,0.0,0.0,17.0,4.0,0.0,2.0,13.0,2.0,0.0,22.0,3.0,3.0,0.0,0.194,0.342,0.254,0.595,0.294,67.6,0.08,6000.0,4.0
4025,352,차일목,1981-01-26,K,2006,C,26,22.0,30.0,27.0,4.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.259,0.31,0.259,0.57,0.269,63.5,0.08,2200.0,4.0
4029,284,이성열,1984-07-13,두,2009,DH,26,31.0,79.0,69.0,7.0,17.0,3.0,0.0,2.0,26.0,5.0,2.0,0.0,7.0,3.0,0.0,28.0,0.0,0.0,0.0,0.246,0.342,0.377,0.7190000000000001,0.333,88.5,0.08,4200.0,6.0
4030,604,김태군,1989-12-30,N,2019,C,31,18.0,28.0,22.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,0.182,0.35700000000000004,0.182,0.539,0.292,70.5,0.08,21000.0,12.0
4031,652,이여상,1984-02-01,한,2011,3B,28,120.0,372.0,320.0,31.0,71.0,15.0,2.0,3.0,99.0,38.0,15.0,4.0,24.0,4.0,0.0,67.0,11.0,19.0,5.0,0.222,0.281,0.309,0.59,0.266,53.0,0.08,3000.0,5.0
4032,804,장승현,1994-03-07,두,2018,C,25,20.0,16.0,13.0,2.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.385,0.429,0.385,0.813,0.333,88.9,0.08,2800.0,1.0
4033,836,김영진,1972-04-09,삼한,2001,C,30,7.0,14.0,11.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.182,0.35700000000000004,0.182,0.539,0.293,63.9,0.08,4300.0,7.0
4034,182,김원섭,1978-12-18,K,2014,RF,37,44.0,101.0,80.0,21.0,18.0,4.0,1.0,0.0,24.0,13.0,3.0,1.0,17.0,0.0,0.0,13.0,2.0,2.0,2.0,0.225,0.354,0.3,0.654,0.312,69.3,0.08,25000.0,14.0
4038,496,박종윤,1982-04-11,롯,2013,1B,32,115.0,416.0,381.0,37.0,97.0,24.0,2.0,7.0,146.0,58.0,4.0,2.0,21.0,5.0,3.0,56.0,9.0,3.0,6.0,0.255,0.298,0.383,0.6809999999999999,0.31,78.4,0.08,10700.0,12.0
4040,693,신성현,1990-10-19,두,2019,1B,30,35.0,54.0,41.0,9.0,8.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,10.0,1.0,0.0,14.0,0.0,0.0,2.0,0.195,0.35200000000000004,0.268,0.62,0.308,86.6,0.07,5700.0,5.0
4041,851,장시윤,1993-09-23,넥,2016,2B,24,9.0,14.0,10.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.2,0.429,0.2,0.629,0.35,92.7,0.07,3300.0,2.0
4045,495,추승우,1979-09-24,한,2012,RF,34,18.0,59.0,52.0,4.0,9.0,5.0,1.0,0.0,16.0,8.0,3.0,0.0,6.0,1.0,0.0,11.0,1.0,0.0,0.0,0.173,0.271,0.308,0.579,0.278,68.1,0.07,4200.0,11.0
4046,559,김민식,1989-06-28,K,2020,C,32,69.0,237.0,210.0,22.0,52.0,6.0,1.0,2.0,66.0,21.0,0.0,0.0,17.0,2.0,0.0,28.0,3.0,6.0,2.0,0.248,0.307,0.314,0.622,0.28600000000000003,60.5,0.07,8800.0,6.0
4047,581,윤재국,1975-05-05,한,2008,RF,34,55.0,169.0,143.0,25.0,30.0,7.0,1.0,0.0,39.0,9.0,2.0,0.0,23.0,0.0,0.0,31.0,2.0,3.0,0.0,0.21,0.319,0.273,0.5920000000000001,0.28800000000000003,69.2,0.07,5500.0,11.0
4049,725,용덕한,1981-04-09,kN,2015,C,35,91.0,157.0,140.0,12.0,34.0,6.0,0.0,1.0,43.0,13.0,2.0,1.0,8.0,4.0,0.0,26.0,2.0,5.0,0.0,0.243,0.303,0.307,0.61,0.278,51.7,0.07,6500.0,12.0
4050,582,류지혁,1994-01-13,두,2015,SS,22,14.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.187,-12.1,0.07,3000.0,4.0
4051,519,권용관,1976-11-19,S,2011,2B,36,28.0,68.0,57.0,8.0,12.0,3.0,1.0,1.0,20.0,10.0,0.0,1.0,6.0,1.0,0.0,23.0,0.0,4.0,0.0,0.211,0.297,0.35100000000000003,0.648,0.28800000000000003,67.4,0.07,7600.0,16.0
